layer_8,0,NOP-STORE-STAGE,STORE,0,0,1,0,0,0,1,0,pc=0 NOP-STORE-STAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_8,1,NOP-STORE-STAGE,STORE,0,0,1,0,0,0,2,0,pc=1 NOP-STORE-STAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_8,2,LOAD UOP,COMPUTE,0,1,0,0,0,0,1,0,pc=2 LOAD UOP,,,,,,,,,0x18580000,0x0000,MEMORY READ,,,,,,,1,14,14,0,0,0,0,,,,,,,,,,,,,,,,,
layer_8,3,GEMM,COMPUTE,0,0,1,0,0,1,1,0,pc=3 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,1,0,14,28,0,0,1,2,0,0,392,,,,,,
layer_8,4,LOAD UOP,COMPUTE,0,1,0,0,0,1,0,0,pc=4 LOAD UOP,,,,,,,,,0x1858000e,0x000e,MEMORY READ,,,,,,,1,14,14,0,0,0,0,,,,,,,,,,,,,,,,,
layer_8,5,GEMM,COMPUTE,0,0,1,0,0,2,0,0,pc=5 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,1,14,28,28,0,0,1,2,0,0,392,,,,,,
layer_8,6,LOAD INP,LOAD,0,1,0,0,0,1,0,0,pc=6 LOAD INP,,,,,,,,,0x06040000,0x0000,MEMORY READ,,,,,,,15,28,28,1,0,1,1,,,,,,,,,,,,,,,,,
layer_8,7,LOAD WGT,LOAD,0,0,0,1,1,1,0,0,pc=7 LOAD WGT,,,,,,,,,0x00603400,0x0000,MEMORY READ,,,,,,,2,9,72,0,0,0,0,,,,,,,,,,,,,,,,,
layer_8,8,LOAD INP,LOAD,0,1,0,0,1,0,0,0,pc=8 LOAD INP,,,,,,,,,0x0604016c,0x01e0,MEMORY READ,,,,,,,15,28,28,0,1,1,1,,,,,,,,,,,,,,,,,
layer_8,9,LOAD WGT,LOAD,0,0,0,1,2,0,0,0,pc=9 LOAD WGT,,,,,,,,,0x00603400,0x0012,MEMORY READ,,,,,,,2,9,72,0,0,0,0,,,,,,,,,,,,,,,,,
layer_8,10,LOAD UOP,COMPUTE,1,0,0,0,1,0,0,0,pc=10 LOAD UOP,,,,,,,,,0x1858001c,0x001c,MEMORY READ,,,,,,,1,84,84,0,0,0,0,,,,,,,,,,,,,,,,,
layer_8,11,GEMM,COMPUTE,0,0,1,0,1,1,0,0,pc=11 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,0,28,112,28,0,1,1,3,1,1,0,,,,,,
layer_8,12,LOAD UOP,COMPUTE,1,0,0,0,0,1,0,0,pc=12 LOAD UOP,,,,,,,,,0x18580070,0x0070,MEMORY READ,,,,,,,1,84,84,0,0,0,0,,,,,,,,,,,,,,,,,
layer_8,13,GEMM,COMPUTE,0,0,1,0,0,2,0,0,pc=13 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,0,112,196,28,0,1,1,3,1,1,0,,,,,,
layer_8,14,LOAD INP,LOAD,0,1,0,0,0,1,0,0,pc=14 LOAD INP,,,,,,,,,0x06040310,0x0000,MEMORY READ,,,,,,,15,28,28,1,0,1,1,,,,,,,,,,,,,,,,,
